id,hip,hd,hr,gl,main_id,full_name,proper,ra,dec,rarad,decrad,dist,x,y,z,vx,vy,vz,pmra,pmdec,pmrarad,pmdecrad,spect,lum_class,mag,absmag,ci,radius,mass,temp,type,lifespan,comp,comp_primary,sibling,compdist,dist_au,inner_ohz,outer_ohz,inner_chz,outer_chz,bayer,flam,con,gaia,2mass,tyc,ccdm,wds,ads,tic,nltt,plx,fk5,iras,gcrv,web,old_bgs_id,rv,mag_V,mag_B,mag_J,mag_H,mag_K,primary_band,lum,base,comp_numeric,bf,STDT_Mismatch_FullName,STDT_Mismatch_Class,STDT_Mismatch_Magnitude,STDT_Mismatch_Mass,STDT_Mismatch_Radius,STDT_Mismatch_Temperature,STDT_Mismatch_Distance,STDT_Mismatch_InnerHZ,STDT_Mismatch_OuterHZ,Planets(ISIZ),Moons,FloraCount,FaunaCount,UniqueResourceCount,MinLevel,MaxLevel,SystemSize,SurveyDifficultyIndex,SurveyRank,Etymology
86705,86974,161797A,6623.0,695 A,* mu. Her A,Andromas,,266.6148,27.7207,4.65330575,0.48381768,8.3386,-0.4359,-7.3686,3.8788,-13153.4103534,-13447.66442643,-27063.19860722,-312.087,-773.179,-1.51e-06,-3.75e-06,G5IV,IV,1.75,2.145,0.75,3.883,1.86,5436.136574148009,Subgiant,2.131259114205718,1,86705,,,1719951.2194308431,2.893145551810264,8.266130148029323,5.751848894670404,3.272009850261607,,1.0,Her,4594497769763697664,J17462752+2743142,2085-3062-1,J17465+2744A,J17465+2743A,10786 A,460067868.0,45435.0,4060,667.0,17444+2744,10285.0,14673.0,,-17.78,3.4200000762939453,4.170000076293945,2.140000104904175,1.809999942779541,1.75,K,15.7827,Andromas,1,1.0 Her,,,3.82 <-> 2.15,0.93 <-> 1.86,0.93 <-> 3.88,5590 <-> 5436,8.31 <-> 8.34,1.22 <-> 2.89,2.88 <-> 8.27,6,5,6,8,23,15,25,11,40,D,Mythic; Greek princess variant
87665,87937,,,699,V* V2500 Oph,Barnard's Star,Barnard Star,269.4521,4.6934,4.70282592,0.08191467,1.8282,-0.0174,-1.822,0.1496,-6875.15457412,7524.17082709,89497.49944096,-801.551,10362.394,-3.89e-06,5.024e-05,M4V,V,4.524,8.214,1.729,0.579,0.46,3478.694966957273,Main sequence,70.13911494338029,1,87665,,,377100.3548785239,0.1768117248925086,0.5051763568357389,0.3515185482982016,0.19996564124748,,,Oph,4472832130942575616,J17574849+0441405,425-2502-1,J17578+0441A,,,325554331.0,45718.0,4098.00,,17553+0438,10392.0,14849.0,,-110.11,9.51099967956543,11.239999771118164,5.24399995803833,4.829999923706055,4.52400016784668,K,0.0934,Barnard's Star,1,Oph,,,13.23 <-> 8.21,0.14 <-> 0.46,0.20 <-> 0.58,3130 <-> 3479,1.82 <-> 1.83,0.02 <-> 0.18,0.05 <-> 0.51,1,0,0,0,3,1,10,1,14,E,Astronomer; found fastest moving star
87902,88175,164259,6710.0,9611,* zet Ser,Schrodinger,,270.1209,-3.6903,4.71449865,-0.06440739,22.9979,0.0484,-22.9501,-1.4802,16860.31480954,408.30358547,-4991.38966643,154.66,-45.909,7.5e-07,-2.2e-07,F2V,V,3.639,1.831,0.366,2.655,2.0,7066.629351170592,Main sequence,1.7788552907721888,1,87902,,,4743649.852928663,3.3432341182408734,9.552097480688207,6.646667830312212,3.781038586105749,zet,,Ser,4177224620176471040,J18002899-0341250,5100-600-1,,,,104572330.0,,4109.00,,17578-0341,10438.0,14898.0,,-50.7,4.616000175476074,4.98199987411499,3.927999973297119,3.6649999618530273,3.638999938964844,K,16.1352,Schrodinger,1,zet  Ser,,F3 <-> F2,2.76 <-> 1.83,1.46 <-> 2.0,1.96 <-> 2.65,7005 <-> 7067,23.55 <-> 23.00,1.83 <-> 3.34,4.22 <-> 9.55,8,14,17,15,31,65,255,22,99,S,Physicist; wave equation developer
88327,,165341A,,702 A,*  70 Oph A,Narion,,271.3635,2.5001,4.73618716,0.04363578,5.1133,0.1216,-5.107,0.2231,5032.29458544,-1041.86281987,-26820.00249399,206.525,-1107.492,1e-06,-5.37e-06,K0V,V,4.12,5.63,0.82,0.86,0.88,5250.0,Main sequence,73.61540666665975,1,88327,119198,,1054699.3312791395,,,,,,70.0,Oph,4468557611977678336,,434-5213-1,J18055+0230A,J18055+0230A,11046 A,1674663309.0,45899.0,,,,10531.0,,,-9.73,4.22,,,,,V,0.5826,Narion,1,70.0 Oph,,,5.50 <-> 5.63,0.78 <-> 0.88,0.85 <-> 0.86,5200 <-> 5250,5.08 <-> 5.11,,,7,8,8,11,27,1,10,15,44,C,Speculative; Nari; son of Loki
89684,89962,168723,6869.0,711,* eta Ser,Leviathan,,275.3275,-2.8988,4.80537143,-0.05059409,19.0689,1.7683,-18.9623,-0.9644,-49700.76708323,-1426.19008306,-63273.62016126,-548.903,-700.854,-2.66e-06,-3.4e-06,K0III-IV,III,1.05,-0.352,0.94,15.138,3.3,4891.5723628666055,Giant,0.5065144032945014,1,89684,,,3933251.1970527046,9.132839941666308,26.09382840476088,18.156955598312777,10.328807076884514,eta,,Ser,4269932382606282240,J18211862-0253554,5102-416-1,J18214-0253A,J18213-0254A,,168775356.0,46332.0,4215.00,688.0,18186-0255,10825.0,15365.0,,9.38,3.25,4.190000057220459,1.4900000095367432,1.0369999408721924,1.0499999523162842,H,145.1621,Leviathan,1,eta  Ser,,,1.89 <-> -0.35,2.0 <-> 3.3,5.89 <-> 15.14,4890 <-> 4892,18.54 <-> 19.07,3.08 <-> 9.13,7.47 <-> 26.09,7,3,4,5,17,55,255,10,72,B,Mythic; Biblical sea monster
90582,90864,171067,,1229,BD+13 3677,Bardeen,,278.0436,13.7366,4.8527763,0.23974828,26.0792,3.5448,-25.084,6.1927,13275.72393265,5555.15160118,14707.67057916,112.616,122.562,5.5e-07,5.9e-07,G6V,V,5.557,3.476,0.34,1.194,1.37,7216.764890019331,Main sequence,4.585462395025324,1,90582,,,5379211.940080533,1.5673745009655808,4.478212859901659,3.116089781681572,1.7726259237110735,,,Her,4508601275714721280,J18321046+1344113,1036-812-1,,,,50226706.0,,,,,,,,-46.222,,,5.896999835968018,5.625999927520752,5.557000160217285,K,3.6123,Bardeen,1,Her,,G8 <-> G6,5.13 <-> 3.48,0.84 <-> 1.37,0.88 <-> 1.19,5320 <-> 7217,25.98 <-> 26.08,0.68 <-> 1.57,1.62 <-> 4.48,7,13,11,15,27,70,255,20,89,A,Physicist; transistor co-inventor
90979,91262,172167,7001.0,721,* alf Lyr,Vega,Vega,279.2347,38.7837,4.87356551,0.67690307,7.6787,0.9606,-5.9081,4.8098,6170.5456201,7625.87323664,8113.31451057,200.94,286.23,9.7e-07,1.39e-06,A0V,V,0.129,0.703,0.0,2.174,2.59,10125.237191650856,Main sequence,0.9292633286400958,1,90979,,,1583850.1574138063,5.6204132229948245,16.058323494270926,11.17391676476352,6.356419716482242,alf,,Lyr,,J18365633+3847012,3105-2070-1,J18369+3847A,J18369+3846A,11510 A,157587146.0,46746.0,4293.00,699.0,F18352+3844,11085.0,15681.0,,-13.5,0.0299999993294477,0.0299999993294477,-0.1770000010728836,-0.0289999991655349,0.1289999932050705,J,54.6233,Vega,1,alf  Lyr,,,0.60 <-> 0.70,2.14 <-> 2.59,2.36 <-> 2.17,9600 <-> 10125,7.68 <-> 7.68,6.60 <-> 5.62,15.53 <-> 16.06,2,8,5,7,16,25,35,10,33,D,Linguistic; Arabic 'falling vulture'
91156,91438,172051,6998.0,722,*  86 Sgr,Linnaeus,,279.7225,-21.0519,4.88207869,-0.36742454,13.0309,2.0537,-11.9865,-4.6809,-5116.93644808,2533.85319691,-8836.9783911,-74.718,-153.056,-3.6e-07,-7.4e-07,G6V,V,4.227,3.652,0.658,1.734,1.31,5749.348819447126,Main sequence,5.076107837797816,1,91156,,,2687822.0235729506,1.4449559719139005,4.128445634039716,2.872710087019302,1.6341763968073877,,86.0,Sgr,4079684229322230784,J18385342-2103065,6279-1723-1,,J18389-2103AB,,1544160.0,,4289.01,,18358-2105,11091.0,15715.0,,37.135,5.860000133514404,6.51800012588501,4.789000034332275,4.309000015258789,4.227000236511231,K,3.0701,Linnaeus,1,86.0 Sgr,,G5 <-> G6,5.27 <-> 3.65,0.93 <-> 1.31,0.93 <-> 1.73,5575 <-> 5749,13.08 <-> 13.03,0.63 <-> 1.44,1.49 <-> 4.13,7,5,3,3,24,45,55,12,43,C,Biologist; taxonomy founder
91756,92043,173667,7061.0,9635,*  110 Her,Newton,,281.4155,20.5463,4.91162745,0.35860074,19.352,3.5866,-17.7625,6.7919,1326.1248237,-10779.03221709,-28825.4269791,-9.086,-335.655,-4e-08,-1.63e-06,F5.5IV-V,IV,3.06,1.626,0.46,3.369,2.09,6576.050088381066,Subgiant,1.5815875530758274,1,91756,,,3991632.320128188,3.672862713182107,10.493893466234592,7.302000870254904,4.153832830384526,,110.0,Her,4530744134230193152,J18453972+2032466,1591-1918-1,J18457+2033A,J18457+2033A,11658 A,282038438.0,46972.0,4328.00,703.0,18435+2029,11212.0,15864.0,,22.772,4.190000057220459,4.650000095367432,3.319999933242798,3.2860000133514404,3.059999942779541,K,25.4361,Newton,1,110.0 Her,,F6 <-> F5,2.77 <-> 1.63,1.26 <-> 2.09,1.17 <-> 3.37,6510 <-> 6576,19.21 <-> 19.35,1.87 <-> 3.67,4.33 <-> 10.49,6,6,8,11,20,55,255,12,76,B,Physicist; gravity laws formulator
97338,97649,187642,7557.0,768,* alf Aql,Altair,Altair,297.6958,8.8683,5.19577236,0.1547814,5.1295,2.3556,-4.4875,0.7908,10861.70963302,7362.43266769,9252.73879615,536.23,385.29,2.6e-06,1.87e-06,A7Vn,V,0.24,1.69,0.22,2.205,2.06,8011.383319447137,Main sequence,1.640227345438704,1,97338,,,1058039.5280841242,3.567434825526839,10.192670930076682,7.092400188845025,4.03459890982202,alf,,Aql,,J19504698+0852060,1058-3399-1,J19508+0852A,J19508+0852A,13009 A,70257116.0,48314.0,4665.00,745.0,19483+0844,12193.0,17173.0,,-26.6,0.7599999904632568,0.9800000190734864,0.3499999940395355,0.2399999946355819,0.2399999946355819,H,16.6017,Altair,1,alf  Aql,,,2.21 <-> 1.69,1.79 <-> 2.06,1.80 <-> 2.21,6900 <-> 8011,5.13 <-> 5.13,2.34 <-> 3.57,5.39 <-> 10.19,5,8,4,5,24,15,25,13,34,D,Linguistic; Arabic 'flying eagle'
98924,99240,190248,7665.0,780,* del Pav,Delta Pavonis,,302.1817,-66.1821,5.27406567,-1.15509498,6.0993,1.3118,-2.0847,-5.5798,13725.93353205,43970.46827359,-13177.07829903,1211.761,-1130.237,5.87e-06,-5.48e-06,G8IV,IV,2.04,3.114,0.76,2.515,1.48,5404.266838749797,Subgiant,3.723092580143491,1,98924,,,1258062.0343217384,1.8516385650549207,5.290395900156919,3.681233813859189,2.094115043812113,del,,Pav,6427464325637241856,J20084376-6610563,9098-1918-1,,,,409891396.0,48721.0,4754.00,754.0,,12460.0,17675.0,,-21.543,3.559999942779541,4.320000171661377,2.450000047683716,2.109999895095825,2.039999961853028,K,6.4648,Delta Pavonis,1,del  Pav,,G5 <-> G8,4.62 <-> 3.11,0.99 <-> 1.48,1.20 <-> 2.52,5570 <-> 5404,6.11 <-> 6.10,0.84 <-> 1.85,1.99 <-> 5.29,7,12,4,6,24,25,35,19,49,C,Linguistic; Latin 'peacock'
103879,104214,201091,8085.0,820 A,*  61 Cyg A,Piazzi,,316.7247,38.7494,5.52788968,0.67630492,3.4966,1.9854,-1.8693,2.1886,22732.22577315,73399.99607651,41966.48399663,4164.209,3249.614,2.019e-05,1.575e-05,K5V,V,2.68,4.962,1.18,1.658,0.97,4348.348266142209,Main sequence,10.788172385979014,1,103879,103883,,721218.4762735281,0.7905347842889795,2.258670812254227,1.5716584401935665,0.8940571965172982,,61.0,Cyg,1872046574983507456,J21065341+3844529,3168-2800-1,J21069+3844A,J21069+3845A,14636 A,165602000.0,50559.0,5077,,,13272.0,18980.0,,-65.82,5.210000038146973,6.389999866485596,3.119999885559082,2.5,2.680000066757202,H,0.9622,Piazzi,1,61.0 Cyg,,,7.49 <-> 4.96,0.69 <-> 0.97,0.74 <-> 1.66,4375 <-> 4348,3.49 <-> 3.50,0.24 <-> 0.79,0.59 <-> 2.26,7,14,7,4,20,10,20,21,46,C,Astronomer; discovered motion among the stars
103883,104217,201092,8086.0,820 B,*  61 Cyg B,Bessel,,316.7303,38.742,5.52798598,0.67617623,3.4964,1.9857,-1.8693,2.1881,22775.04857926,72026.16360454,40759.29398469,4105.976,3155.942,1.991e-05,1.53e-05,K7V,V,2.32,4.602,1.37,2.313,1.05,4000.132291181991,Main sequence,8.769357485480779,2,103879.0,103879,0.000583,721191.9984727561,0.9330503205132932,2.6658580586094094,1.854992899115714,1.0552354815328913,,,,1872046574983497216,J21065473+3844265,3168-2798-1,J21069+3844B,J21069+3845B,14636 B,165602023.0,50560.0,,,,13273.0,18981.0,,-64.248,6.03000020980835,7.400000095367432,3.549999952316284,2.859999895095825,2.319999933242798,K,1.3405,Bessel,2,,,,8.33 <-> 4.60,0.6 <-> 1.05,0.70 <-> 2.31,4045 <-> 4000,3.50 <-> 3.50,0.16 <-> 0.93,0.41 <-> 2.67,3,2,0,0,11,10,20,5,17,E,Astronomer; first to measure stellar parallax
118021,,4614B,,34 B,* eta Cas B,Carinae,,12.2716,57.8178,0.2141804,1.00911143,5.927,3.0847,0.671,5.0164,4082.06503976,33802.30780335,-7021.12628453,1144.693,-469.668,5.55e-06,-2.28e-06,K7Ve,V,3.881,5.017,1.39,1.943,0.96,3966.829696423134,Main sequence,11.135345954208828,2,3814.0,3814,0.003987,1222537.4440043955,0.7707549359148063,2.2021569597565893,1.5323342178306267,0.8716871299036499,,,,425040000959067008,J00490516+5749037,3663-2669-2,J00491+5749B,J00491+5749B,671 B,445258198.0,2689.0,,,,448.0,678.0,,8.6837,7.510000228881836,8.899999618530273,,4.146999835968018,3.88100004196167,K,0.9147,Carinae,2,,,,8.64 <-> 5.02,0.57 <-> 0.96,0.66 <-> 1.94,4045 <-> 3967,5.95 <-> 5.93,0.14 <-> 0.77,0.36 <-> 2.20,5,9,0,0,22,20,30,14,33,D,Linguistic; Latin genitive of 'Carina'; keel
118493,,,,280 B,* alf CMi B,Procyon B,Procyon B,114.8245,5.2241,2.00406559,0.09117794,3.5142,-1.4693,3.1762,0.32,10145.736932,6421.58306765,-17200.63769817,-709.0,-1024.0,-3.44e-06,-4.96e-06,DQZ,V,10.92,13.191,-0.22,0.012,0.6,14086.913851062018,White dwarf,0.0015,2,37173.0,37173,,724855.2361540624,0.0001,0.0002,0.0001,0.0002,,,,,,,J07393+0514B,J07393+0514B,6251 B,,,,,,,,,-4.50528,10.920000076293944,10.699999809265137,,,,B,0.0005,Procyon B,2,,,,12.98 <-> 13.19,,,7740 <-> 14087,3.50 <-> 3.51,0.02 <-> 0.00,0.04 <-> 0.00,1,0,0,0,3,5,15,1,11,E,Linguistic; Greek 'before dog'
118720,,,,406,V* CN Leo,Wolf,,164.1205,7.0147,2.86444316,0.12243001,2.4086,-2.2993,0.6541,0.2941,8440.00000038,43495.92116811,-30586.24358631,-3866.338,-2699.215,-1.874e-05,-1.309e-05,dM6,V,6.084,9.175,2.034,0.458,0.37,3134.4935649310305,White dwarf,121.98172590081784,1,118720,,,496808.8638309126,0.1135647285069091,0.3244706528768832,0.2257774959601645,0.1284363000970996,,,Leo,3864972938605115392,J10562886+0700527,,,,,365006789.0,25782.0,2553.00,,,6780.0,9714.0,,19.57,13.506999969482422,15.541000366210938,7.085000038146973,6.48199987411499,6.084000110626221,K,0.0168,Wolf,1,Leo,,,16.56 <-> 9.18,0.09 <-> 0.37,0.16 <-> 0.46,2860 <-> 3134,2.39 <-> 2.41,0.00 <-> 0.11,0.00 <-> 0.32,2,1,0,0,7,5,15,3,23,D,Astronomer; tracked flickering variable stars
118742,55203A,98231,4375.0,423 A,* ksi UMa A,Ursae Majoris,Alula Australis A,169.5454,31.5292,2.95912584,0.55028767,8.7346,-7.62,-2.49,4.68,-30.2,-41.9,-16.8,-453.7,-591.4,-2.2e-06,-2.87e-06,F8.5:V,V,4.25,4.79,0.54,1.02,0.97,6212.866181081854,Main sequence,4.469946076237917,1,118742,119222,,1801648.6281812647,1.1,2.49,1.38,2.64,ksi,,UMa,756853643638639104,,2520-2634-1,J11182+3132A,J11182+3132A,8119 A,,26920.0,,,,6920.0,9947.0,,-26.78,4.25,4.789999961853027,,,,V,1.3137,Ursae Majoris,1,ksi  UMa,,,4.24 <-> 4.79,,1.02 <-> 1.02,6000 <-> 6213,10.42 <-> 8.73,0.98 <-> 1.10,2.29 <-> 2.49,3,3,12,8,15,30,40,6,33,D,Linguistic; Latin 'greater bear'
118771,,102365B,,442 B,*  66 Cen B,Beta Tirna,,176.6362,-40.4966,3.0828834,-0.70679825,9.3089,-7.0667,0.4154,-6.0452,,,,-1534.679,381.396,-7.44e-06,1.85e-06,M4V,V,7.961,8.117,7.469,5.539,0.47,1150.694273932979,Main sequence,66.31703865341586,2,57270.0,57270,0.010606,1920105.20955804,0.1849179993911984,0.5283371411177098,0.3676345940277397,0.2091334516924267,,,,5381537023379296256,J11463269-4029476,,,J11467-4029B,,454082373.0,28513.0,,,,,,,,15.43000030517578,,8.755000114440918,8.229999542236328,7.960999965667725,K,0.1022,Beta Tirna,2,,,M5 <-> M4,15.17 <-> 8.12,0.21 <-> 0.47,0.32 <-> 5.54,3000 <-> 1151,9.24 <-> 9.31,0.01 <-> 0.18,0.02 <-> 0.53,1,0,0,0,3,35,45,1,7,E,Mythic; Irish youth realm pair
118818,,,,3727,Ross 948A,Bolivar,,187.2215,-10.6635,3.26763128,-0.1861134,19.4395,-18.9523,-2.4014,-3.5971,-3297.89779785,25556.01182424,342.74522016,-279.622,3.774,-1.36e-06,2e-08,M2V,V,6.857,5.414,1.65,1.986,0.87,3581.0020264761256,Main sequence,13.992427122925143,1,118818,,,4009688.7732885447,0.6420440759448947,1.834411645556842,1.2764447700333026,0.7261212763662499,,,Vir,3578493912677730304,J12285316-1039488,,,J12288-1040A,,98751019.0,30870.0,,,,,,,-5.23,11.56999969482422,13.220000267028809,7.679999828338623,7.179999828338623,6.85699987411499,K,1.2319,Bolivar,1,Vir,,M3 <-> M2,10.55 <-> 5.41,0.31 <-> 0.87,0.44 <-> 1.99,3280 <-> 3581,12.05 <-> 19.44,0.06 <-> 0.64,0.16 <-> 1.83,1,0,4,3,6,35,45,1,23,D,Historical; South American liberator
118819,,,,3728,Ross 948B,Rivera,,187.2206,-10.6641,3.26761643,-0.18612393,19.4155,-18.9288,-2.3982,-3.5929,-3215.56099225,25608.63299328,-117.94055129,-280.423,-1.317,-1.36e-06,-1e-08,M2V,V,6.79,5.349,1.45,1.751,0.89,3870.29593862394,Main sequence,13.483880404056505,1,118819,,,4004729.726843646,0.6613439311304905,1.8895540889442584,1.3148147202237133,0.7479484935404357,,,Vir,3578493908382798336,J12285297-1039508,,,J12288-1040B,,98751018.0,30868.0,,,,,,,-6.38,10.960000038146973,12.40999984741211,7.651999950408935,7.190000057220459,6.789999961853027,K,1.3071,Rivera,1,Vir,,G5 <-> M2,10.60 <-> 5.35,0.93 <-> 0.89,0.93 <-> 1.75,5575 <-> 3870,12.05 <-> 19.42,0.05 <-> 0.66,0.13 <-> 1.89,5,6,6,6,19,35,45,11,36,D,Historical; Spanish liberator
118959,,125455B,,544 B,BD-04 3665B,Bannoc Secondus,,214.8994,-5.1523,3.75070126,-0.0899248,20.4739,-16.724,-11.6665,-1.8386,-34318.29492928,50958.01950499,-11079.03009912,-632.918,-114.623,-3.07e-06,-5.6e-07,M4.0V,V,9.592,8.036,1.5,0.529,0.48,3793.506493506493,Main sequence,63.31397513122667,2,69793.0,69793,0.024704,4223042.665536509,0.1919020530456556,0.5482915801304447,0.3815195578407677,0.2170320838016343,,,,3642410791343098880,J14193585-0509080,,J14196-0509B,J14196-0509B,,,36969.0,,,,,,,-9.5,14.5,16.0,10.486000061035156,9.880000114440918,9.592000007629396,K,0.1101,Bannoc Secondus,2,,,,13.51 <-> 8.04,0.26 <-> 0.48,0.38 <-> 0.53,3140 <-> 3794,20.78 <-> 20.47,0.02 <-> 0.19,0.04 <-> 0.55,1,0,0,0,3,50,255,1,36,D,Linguistic; Latin 'second'
118988,,131156B,,566 B,* ksi Boo B,Maheo,,222.846,19.1019,3.88939669,0.33339128,6.7486,-4.6755,-4.3365,2.2085,1502.57367811,-4426.03154964,-5502.88179685,133.376,-182.059,6.5e-07,-8.8e-07,K5Ve,V,6.816,7.67,1.165,0.47,0.52,4378.568992501207,Main sequence,51.2842985479886,2,72432.0,72432,0.005008,1391994.7388062975,0.2271390213600233,0.6489686324572096,0.451574006751475,0.2568834170143121,,,,1237090738916392960,,1481-722-2,J14513+1906B,J14514+1906B,9413 B,1101124559.0,,,,,8635.0,12490.0,,2.29,6.815999984741211,7.980999946594238,,,,V,0.0929,Maheo,2,,,K4 <-> K5,7.84 <-> 7.67,0.71 <-> 0.52,0.76 <-> 0.47,4540 <-> 4379,6.70 <-> 6.75,0.20 <-> 0.23,0.50 <-> 0.65,7,9,3,0,24,1,10,16,36,D,Mythic; Cheyenne creator god
119039,,,,9527 B,* psi Ser B,Copernicus Minor,,236.0078,2.5158,4.11911243,0.04390919,14.7927,-8.2624,-12.253,0.6492,-2713.07711897,1298.57604686,-9586.11519839,-42.431,-136.845,-2.1e-07,-6.6e-07,M4V,V,11.1,4.45,1.5,0.24,0.27,3100.0,Main sequence,120.0,2,76816.0,76816,,3051222.931123494,0.08,0.23,0.16,0.21,,,,4423865487962417152,,,J15439+0230B,J15440+0231B,9763 B,,,,,,,,,,11.1,,,,,V,0.0433,Copernicus Minor,2,,,M6 <-> M4,11.17 <-> 4.45,0.17 <-> 0.27,0.26 <-> 0.24,2860 <-> 3100,14.67 <-> 14.79,0.05 <-> 0.08,0.12 <-> 0.23,8,7,0,3,6,30,40,3,34,D,Astronomer; modeled sun-centered solar system
119059,,144069,5977.0,9540 B,* ksi Sco B,Proxima Ternion,,241.0922,-11.373,4.20785275,-0.19849568,27.6878,-13.1215,-23.7619,-5.4599,-4725.10939324,3191.62768902,-2385.51551391,-43.269,-18.584,-2.1e-07,-9e-08,F5V,V,4.87,2.659,0.48,2.156,1.65,6481.00883465622,Main sequence,2.8650985037480408,2,119058.0,119060|119225,0.356757,5711017.138743528,2.283324516428406,6.52378433265259,4.539466598137427,2.58233129834165,,,,4343066192373234176,,5619-1257-2,J16044-1123B,J16044-1122B,9909 B,,,,,,9238.0,13311.0,,-29.4,4.869999885559082,5.349999904632568,,,,V,7.4572,Proxima Ternion,2,,,F6 <-> F5,3.07 <-> 2.66,1.26 <-> 1.65,1.17 <-> 2.16,6510 <-> 6481,24.33 <-> 27.69,1.63 <-> 2.28,3.78 <-> 6.52,4,4,4,7,16,65,255,8,73,B,Linguistic; Latin 'nearest trio'
119060,,,,9540 C,* ksi Sco C,Alpha Ternion,,241.0938,-11.3716,4.20788099,-0.19847249,27.8918,-13.2176,-23.9375,-5.4995,-8521.00032436,5096.40509133,-1543.71193115,-75.048,-11.957,-3.6e-07,-6e-08,G1V,V,5.85,3.623,1.554,0.35,1.32,3500.0,Main sequence,4.990612203593247,3,119058.0,119059|119225,0.152707,5753101.738218494,1.4647254468132702,4.184929848037915,2.9120136859263823,1.656534731515008,,,,4343066192373234688,,,J16044-1123C,J16044-1122C,9909 C,,,,,,9239.0,13313.0,,-31.5,,,5.849999904632568,,,J,2.7987,Alpha Ternion,3,,,G8 <-> G1,5.37 <-> 3.62,0.84 <-> 1.32,0.88 <-> 0.35,5320 <-> 3500,24.33 <-> 27.89,0.61 <-> 1.46,1.45 <-> 4.18,9,8,9,9,27,60,255,17,85,A,Linguistic; Latin 'trio' (group)
119105,,,,3969,G 17-33,Decaran,,250.4406,-5.8228,4.37101226,-0.10162705,32.8825,-10.9518,-30.8251,-3.336,5534.49276811,2170.34858978,-38573.52804915,28.795,-248.719,1.4e-07,-1.21e-06,M0V,V,8.205,5.62,0.73,0.765,0.83,5501.091332165992,Main sequence,15.759546381935616,1,119105,,,6782505.384511679,0.5837734183801512,1.667924052514718,1.1605971532081578,0.6602199374537424,,,Oph,4353154417711322112,J16414572-0549220,5061-450-1,,,,58410794.0,43374.0,,,,,,,35.51,12.229999542236328,12.960000038146973,9.020999908447266,8.430999755859375,8.204999923706055,K,1.0184,Decaran,1,Oph,,G9 <-> M0,10.23 <-> 5.62,0.81 <-> 0.83,0.87 <-> 0.77,5235 <-> 5501,23.26 <-> 32.88,0.07 <-> 0.58,0.16 <-> 1.67,9,7,5,4,21,60,255,16,73,B,Linguistic; Greek 'deca'; ten
119106,,,,635 B,* zet Her B,McClure,,250.3192,31.6045,4.36889349,0.55160292,10.7158,-3.0733,-8.5937,5.6154,-18987.47053878,16528.24075148,14773.1356651,-461.52,342.28,-2.24e-06,1.66e-06,K0V,V,4.85,5.9,0.83,0.87,0.85,5250.0,Main sequence,73.61540666665975,2,81444.0,81444,,2210295.820831548,,,,,,,,1312665361414730752,,2582-3158-2,J16413+3136B,J16413+3136B,10157 B,,,,,,,,,,5.4,,,,,V,0.8631,McClure,2,,,,5.23 <-> 5.90,0.78 <-> 0.85,0.85 <-> 0.87,5200 <-> 5250,10.80 <-> 10.72,,,3,4,5,4,13,20,30,7,28,D,Explorer; first to cross Northwest Passage
119135,,155885,6401.0,663 B,*  36 Oph B,Indum,,258.8374,-26.6028,4.51756543,-0.4643069,5.9478,-1.0295,-5.2175,-2.6634,-10097.22891915,16678.4751575,-28769.17361157,-465.861,-1141.168,-2.26e-06,-5.53e-06,K1V,V,5.03,6.158,0.85,0.686,0.74,5134.371452337879,Main sequence,21.481150474302293,2,84147.0,84147,0.004519,1226815.1903612851,0.4556519741172155,1.3018627831920444,0.9058795199711308,0.5153206850135176,,,,4109030160308317184,,6820-326-2,J17155-2635B,J17153-2636B,10417 B,1277142190.0,44416.0,3908.00B,,,9942.0,14248.0,,0.1,5.03000020980835,5.880000114440918,,,,V,0.3739,Indum,2,,,,6.18 <-> 6.16,0.76 <-> 0.74,0.83 <-> 0.69,5035 <-> 5134,5.99 <-> 5.95,0.42 <-> 0.46,1.02 <-> 1.30,5,10,3,4,23,20,30,15,41,C,Linguistic; Latin 'indumina'; to shine
119144,,156384C,,667 C,*  142 Sco C,Oborum Proxima,,259.7451,-34.9968,4.53340745,-0.61081003,7.2429,-1.0563,-5.8385,-4.154,38984.52063432,-2744.37795621,-6066.84437035,1131.517,-215.569,5.49e-06,-1.05e-06,M1.5V,V,6.036,6.736,1.57,1.016,0.64,3691.16897654127,Main sequence,29.96467363160917,3,84451.0,119220,0.407188,1493954.7594163094,0.3491335984294252,0.997524566941215,0.6941108444965954,0.3948534744142309,,,,5975663354131617792,J17185868-3459483,,J17190-3459C,J17190-3459C,,154385809.0,44534.0,,,,26163.0,,,6.368,10.220000267028809,11.789999961853027,6.8480000495910645,6.322000026702881,6.035999774932861,K,0.3643,Oborum Proxima,3,,,M2 <-> M1,11.02 <-> 6.74,0.31 <-> 0.64,0.42 <-> 1.02,3700 <-> 3691,6.97 <-> 7.24,0.05 <-> 0.35,0.12 <-> 1.00,1,0,0,0,3,25,35,1,14,E,Speculative; Latin 'of the shellfish'
